dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
,,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Manuscript', 'Text', 'Document']",,TEXT,"['Certificate of the award of a medal to A. Bikouvaris for his participation in the campaign against Turkey in the years 1912-1913.', 'Δίπλωμα απονομής μεταλλίου στον Α.Μπικουβάρη για τη συμμετοχή του στην εκστρατεία κατά της Τουρκίας τα έτη 1912-1913.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],9
"['International relations', ""Greece's relations with Italy"", 'War 1914-1918']","['http://data.europeana.eu/place/143433', 'http://data.europeana.eu/place/92', 'Rome', 'Ρώμη']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Manuscript', 'World history', 'Europe', 'International relations', 'World War I', 'War', 'Text', 'Document', 'Social norms', 'Awards', 'Award', 'Equipment and facilities', 'Armed forces', 'Italy', 'Maritime transport', 'Bilateral relations', 'Transport', 'World war', 'Defence', 'State security', 'Military equipment']",,TEXT,"['Telegram from L. Koromilas to the Ministry of Foreign Affairs regarding the request to award a medal to the brothers Pirone.', 'Τηλεγράφημα του Λ.Κορομηλά προς το Υπουργείο Εξωτερικών σχετικά με αίτημα για την παρασημοφόρηση των αδελφών Pirone.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],8
,"['http://data.europeana.eu/place/38262', 'http://data.europeana.eu/place/110', 'Bucharest', 'Βουκουρέστι']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Manuscript', 'Text', 'Document']",,TEXT,"['Letter from T. Ionescu to E. Venizelos, concerning Titulescu""s award of a medal.', 'Επιστολή του Τ.Ιονέσκου προς τον Ε.Βενιζέλο σχετικά με την παρασημοφόρηση του Titulescu.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
"['Justice', 'Appointment, hiring, resignation, promotion, termination of contract, transfer, posting, permanent job, removal, recall, punishment']",,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Law', 'Manuscript', 'Government', 'International relations', 'Labour', 'Text', 'Document', 'Social norms', 'Letter', 'Awards', 'Politics, law and economics', 'Public administration', 'Award', 'Legal systems', 'Death', 'State security']",,TEXT,"['Letter from L. Roufos to E. Venizelos, concerning issues of appointments, transfers, and medal awards.', 'Επιστολή του του Λ.Ρούφου προς τον Ε.Βενιζέλο σχετικά με ζητήματα διορισμών, μεταθέσεων και παρασημοφορίας.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
"['Army', 'National Schism (1916-1917)']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Manuscript', 'World history', 'World War I', 'War', 'Text', 'Document', 'Social norms', 'Awards', 'Award', 'Armed forces', 'World war', 'State security']",,TEXT,"['Telegram from A. Grivas to the Ministry of Foreign Affairs regarding awards of medals of honor.', 'Τηλεγράφημα του Αλ.Γρίβα προς το Υπουργείο Εξωτερικών σχετικά με τη μη απόδοση τιμητικών μεταλλίων στους δικαιούχους.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
,"['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Manuscript', 'Text', 'Document']",,TEXT,"['Letter from the Minister of Foreign Affairs of Greece, G. Streit, to E. Venizelos, concerning the medal awards.', 'Επιστολή του Υπουργού των Εξωτερικών της Ελλάδας, Γ.Στρέϊτ, προς τον Ε.Βενιζέλο σχετικά με την απονομή παρασήμων.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],8
['War 1914-1918'],"['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Awards', 'Manuscript', 'World history', 'Award', 'World War I', 'War', 'Text', 'Document', 'World war', 'Social norms']",,TEXT,"['Letter from A. Grivas to the Ministry of Foreign Affairs regarding the commemorative medals of the Pan European war.', 'Επιστολή του Α.Γρίβα προς το Υπουργείο Εξωτερικών σχετικά με τα αναμνηστικά μετάλλια του Πανευρωπαϊκού πολέμου.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],8
,"['Kavala', 'Καβάλα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Manuscript', 'Text', 'Document']",,TEXT,"['Letter to E. Venizelos, concerning the proposal to award a medal to E. Venizelos.', 'Επιστολή προς τον Ε.Βενιζέλο σχετικά με πρόταση για απόδοση παρασήμου στον Ε.Βενιζέλο.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],6
,,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Manuscript', 'Text', 'Document']",,TEXT,"['Telegram from Paraskevopoulos, concerning the award of medals to Greek officers, on behalf of the Serbian Regent.', 'Τηλεγράφημα του Παρασκευόπουλου σχετικά με την απονομή μεταλλίων σε Έλληνες αξιωματικούς εκ μέρους του Σέρβου Αντιβασιλιά.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
,"['Thessaloniki', 'Θεσσαλονίκη']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Manuscript', 'Text', 'Document']",,TEXT,"['Telegram from Paraskevopoulos to E. Venizelos, concerning the award of medals by the Serbian Regent to Greek officers, and Zymvrakakis"" decision to return the medal.', 'Τηλεγράφημα του Παρασκευόπουλου προς τον Ε.Βενιζέλο σχετικά με την απονομή μεταλλίων από το Σέρβο αντιβασιλιά σε Έλληνες αξιωματικούς και την απόφαση του Ζυμβρακάκη να επιστρέψει το μετάλλιο.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],8
"['Army', 'Balkan Wars (1912-1913)', 'Victims of War']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['International conflicts', 'War victims', 'Balkan wars', 'Manuscript', 'Armed forces', 'War', 'Text', 'Document', 'Contemporary Greek History', 'State security']",,TEXT,"['Diploma of medal award to Leonidas Papadopoulos, second lieutenant of the Infantry, for his participation in and subsequent injury at the battles of Elasson and Sarantoporos during the Bakan Wars.', 'Δίπλωμα Απονομής Μεταλλίων στον Ανθυπολοχαγό Πεζικού Λεωνίδα Παπαδόπουλο για τη συμμετοχή του και τον τραυματισμό του στις μάχες Ελασσώνας και Σαρανταπόρου κατά τους Βαλκανικούς Πολέμους.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],9
,"['http://data.europeana.eu/place/177208', 'http://data.europeana.eu/place/86', 'London', 'Λονδίνο']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Awards', 'Manuscript', 'Award', 'Text', 'Document', 'Social norms']",,TEXT,"['Telegram from D. Kaklamanos to the Greek Embassy in Paris for E. Venizelos regarding the dispatch of grand crosses for medal decorations.', 'Τηλεγράφημα του Δ.Κακλαμάνου προς την Πρεσβεία της Ελλάδας στο Παρίσι για τον Ε.Βενιζέλο σχετικά με την αποστολή μεγαλοσταύρων για παρασημοφορία.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],8
,"['http://data.europeana.eu/place/177208', 'http://data.europeana.eu/place/86', 'London', 'Λονδίνο']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Manuscript', 'Text', 'Document']",,TEXT,"['Telegram from D. Kaklamanos to the Greek Embassy in Paris regarding the preparation of two medal decorations.', 'Τηλεγράφημα του Δ.Κακλαμάνου προς την Ελληνική Πρεσβεία στο Παρίσι σχετικά με την κατασκευή δύο παρασήμων.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
"['Army', 'Italian occupation of Epirus', 'International relations', ""Greece's relations with Italy"", 'the Epirus Issue']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['International conflicts', 'Telegram', 'Manuscript', 'World history', 'International tensions', 'Europe', 'International relations', 'World War I', 'Epirus', 'War', 'Text', 'Social and human sciences', 'Document', 'Social norms', 'Greece', 'Awards', 'Award', 'Armed forces', 'Ethnic questions', 'Italy', 'Bilateral relations', 'World war', 'State security']",,TEXT,"['Telegram from A. Diomidis to N. Poliitis regarding the awarding of medals to Italian officers.', 'Τηλεγράφημα του Αλ.Διομήδη προς τον Ν.Πολίτη σχετικά με την απονομή παρασήμων σε ιταλούς αξιωματικούς.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
['Persons'],"['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Telegram', 'Awards', 'Manuscript', 'Award', 'Text', 'Document', 'Social norms']",,TEXT,"['Telegram from A. Diomidis to E. Venizelos regarding the medal decoration of Admiral Lebon.', 'Τηλεγράφημα του Α.Διομήδη προς τον Ε.Βενιζέλο σχετικά με την παρασημοφόρηση του ναυάρχου Lebon.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']",,"['3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,IMAGE,"['Μετάλλιο Στρατιωτικής Αξίας Γ’ τάξης 1917 του Μακεδονομάχου και Βαλκανιομάχου Αθανάσιου Σουλιώτη - Νικολαΐδη.', 'Medal of Military Merit 1917, 3rd Class, of the Macedonian fighter and Balkan War fighter Athanasios Souliotis-Nikolaidis']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['THE MACEDONIAN STRUGGLE'],"['http://semantics.gr/authorities/geonames-supplementary-places/735355', 'http://data.europeana.eu/place/85261', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']",,"['Macedonian struggle', ""Reign of George A'"", '3D Αrtefacts and Realia', 'Medal']",,IMAGE,"['Στρατιωτική μπαρέτα του Μακεδονομάχου και Βαλκανιομάχου Μανώλη Λίτινα', 'Military barrette of the Macedonian War Fighter and Balkan War fighter Manolis Litinas']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['WORLD WAR I'],"['http://semantics.gr/authorities/geonames-supplementary-places/735355', 'http://data.europeana.eu/place/85261', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']",,"['3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,IMAGE,"['Μετάλλια του Συνταγματάρχη Αλεξάνδρου Ζαφειρόπουλου', 'Medals of Colonel Alexandros Zafeiropoulos']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']","['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['3D model from scanning', '3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,3D,"[""Πολεμικός Σταυρός Β' τάξεως του Βασιλείου Παπακώστα"", 'Military Cross Second Class of Vasilios Papakostas']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']","['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['3D model from scanning', '3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,3D,"[""Πολεμικός Σταυρός Α' Παγκοσμίου Πολέμου του Βασιλείου Παπακώστα"", 'World War I Military Cross of Vasilios Papakostas']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']","['Reign of King George I', 'Modern Greece', '19th century']","['3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,IMAGE,"['Χρυσός Σταυρός του Τάγματος του Φραγκίσκου Ιωσήφ', 'Gold Cross of the Order of Franz Joseph']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],8
['WORLD WAR I'],"['http://semantics.gr/authorities/geonames-supplementary-places/735355', 'http://data.europeana.eu/place/85261', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']",,"['3D Αrtefacts and Realia', 'World history', 'Souvenir', 'World War I', 'War', 'World war']",,IMAGE,"['Παράσημα του Α΄ Παγκοσμίου Πολέμου', 'WWI Medals']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],6
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']","['Reign of King George I', 'Modern Greece', '19th century']","['3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,IMAGE,"['Γαλλικός Πολεμικός Σταυρός Α΄Παγκοσμίου Πολέμου Α’ τάξεως του Δημήτριου Αλεξ. Πατσιαβούδη', 'World War I French War Cross First Class of Dimitrios Alex. Patsiavoudis']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
['WORLD WAR I'],"['http://data.europeana.eu/place/85261', 'http://semantics.gr/authorities/geonames-supplementary-places/735355', 'ΜΑΚΕΔΟΝΙΑ', 'MACEDONIA']",,"['3D model from scanning', '3D Αrtefacts and Realia', 'World history', 'World War I', 'War', 'Medal', 'World war']",,3D,"['Πολεμικός Σταυρός 1916-1917 Β’ τάξεως του Δημήτριου Αλεξ. Πατσιαβούδη', 'War Cross Second Class 1916-1917 of Dimitrios Alex. Patsiavoudis']",['Greek Aggregator SearchCulture.gr'],['The Foundation of the Museum of the Macedonian Struggle and Modern History of Macedonia'],['Greece'],10
